id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
kW3zGBhu42cgdShic4sing,orange-cow-burgers-el-paso-2,Orange Cow Burgers,https://s3-media4.fl.yelpcdn.com/bphoto/BVO-SfSQ2L-z81JIqHHRKg/o.jpg,False,https://www.yelp.com/biz/orange-cow-burgers-el-paso-2?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,139,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 31.8618461, 'longitude': -106.5586447}",['delivery'],"{'address1': '955 Resler', 'address2': 'Ste 110', 'address3': None, 'city': 'El Paso', 'zip_code': '79932', 'country': 'US', 'state': 'TX', 'display_address': ['955 Resler', 'Ste 110', 'El Paso, TX 79932']}",+19153000251,(915) 300-0251,14556.978265501433,$$
-tXyy8-F-eW8uE8T3fgjxA,the-hoppy-monk-el-paso-el-paso,The Hoppy Monk - El Paso,https://s3-media1.fl.yelpcdn.com/bphoto/E2mfIuh8dRqEdbVFCGNy2g/o.jpg,False,https://www.yelp.com/biz/the-hoppy-monk-el-paso-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,692,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 31.792461, 'longitude': -106.5087999}",['delivery'],"{'address1': '4141 N Mesa St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['4141 N Mesa St', 'El Paso, TX 79902']}",+19153073263,(915) 307-3263,7702.645553484808,$$
9ZlGn0Q-OHkvQm0UtHzvHA,not-just-burgers-el-paso,Not Just Burgers,https://s3-media3.fl.yelpcdn.com/bphoto/dUCkOup_QhAoUUNFoAfs4Q/o.jpg,False,https://www.yelp.com/biz/not-just-burgers-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,64,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 31.735929, 'longitude': -106.287406}","['pickup', 'delivery']","{'address1': '11985 Pelicano Dr', 'address2': None, 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['11985 Pelicano Dr', 'El Paso, TX 79936']}",+19153193819,(915) 319-3819,14689.935716167654,$
p7Ut_v-GSzGdV5t_0_XW8g,chelito-s-el-paso,Chelito’s,https://s3-media4.fl.yelpcdn.com/bphoto/g4vHdrpiRA5bKHwDXh42Yw/o.jpg,False,https://www.yelp.com/biz/chelito-s-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 31.75856, 'longitude': -106.48721}","['pickup', 'delivery']","{'address1': '115 N Mesa St', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79901', 'country': 'US', 'state': 'TX', 'display_address': ['115 N Mesa St', 'El Paso, TX 79901']}",+19153001188,(915) 300-1188,6856.970335362658,
i0fjX_OCenBeu-YoUWPbAg,the-pig-pen-bbq-and-spirits-horizon-city,The Pig Pen BBQ & Spirits,https://s3-media4.fl.yelpcdn.com/bphoto/wigPAYiuD129vNHU-1IODw/o.jpg,False,https://www.yelp.com/biz/the-pig-pen-bbq-and-spirits-horizon-city?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"{'latitude': 31.6820696, 'longitude': -106.1974737}","['pickup', 'delivery']","{'address1': '14010 Horizon Blvd', 'address2': 'Ste FG', 'address3': '', 'city': 'Horizon City', 'zip_code': '79928', 'country': 'US', 'state': 'TX', 'display_address': ['14010 Horizon Blvd', 'Ste FG', 'Horizon City, TX 79928']}",+19152598121,(915) 259-8121,25012.337110782457,
vHoe1PXLSI6cRoXtkwi3bg,happy-burger-el-paso,Happy Burger,https://s3-media1.fl.yelpcdn.com/bphoto/_UejrdOe0csNYUnC2Xq3Zw/o.jpg,False,https://www.yelp.com/biz/happy-burger-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,42,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 31.79132, 'longitude': -106.33151}",[],"{'address1': '3375 N Yarbrough Dr', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['3375 N Yarbrough Dr', 'El Paso, TX 79925']}",+19155954243,(915) 595-4243,9066.68592982505,$
ueDxdoIWNpNB2y3a8GDFCQ,chuco-burgers-and-dogs-el-paso,Chuco Burgers and Dogs,https://s3-media1.fl.yelpcdn.com/bphoto/nMP1ryda1uz2f_2IhqMKBw/o.jpg,False,https://www.yelp.com/biz/chuco-burgers-and-dogs-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,134,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 31.7470528861114, 'longitude': -106.341873407364}",[],"{'address1': '1201 Lafayette Dr', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79907', 'country': 'US', 'state': 'TX', 'display_address': ['1201 Lafayette Dr', 'El Paso, TX 79907']}",+19155988707,(915) 598-8707,9579.938009410478,$
l-23zOV9XsCpUlV785oq4A,panda-burgers-el-paso,Panda Burgers,https://s3-media3.fl.yelpcdn.com/bphoto/P-wSA76GKNDpmjQMkfG9ug/o.jpg,False,https://www.yelp.com/biz/panda-burgers-el-paso?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,148,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 31.782762, 'longitude': -106.323660357394}","['pickup', 'delivery']","{'address1': '10780 Pebble Hills Blvd', 'address2': 'Ste B3', 'address3': '', 'city': 'El Paso', 'zip_code': '79935', 'country': 'US', 'state': 'TX', 'display_address': ['10780 Pebble Hills Blvd', 'Ste B3', 'El Paso, TX 79935']}",+19155942820,(915) 594-2820,9867.278263901158,$
UG-nrOxyZcPi5BfotyyVKw,papa-erics-burgers-el-paso-3,Papa Eric's Burgers,https://s3-media3.fl.yelpcdn.com/bphoto/sF15vJ3KvN4MpFEgkpXDuA/o.jpg,False,https://www.yelp.com/biz/papa-erics-burgers-el-paso-3?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,40,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 31.770005822931, 'longitude': -106.348469629884}","['pickup', 'delivery']","{'address1': '2066 Wedgewood Dr', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['2066 Wedgewood Dr', 'El Paso, TX 79925']}",+19152590223,(915) 259-0223,7892.502060174409,$
GedsiJNMM3ItLM_Z2RYlAg,papa-erics-burgers-el-paso-4,Papa Eric's Burgers,https://s3-media1.fl.yelpcdn.com/bphoto/mvQjt6MTJklZAzn124Miow/o.jpg,False,https://www.yelp.com/biz/papa-erics-burgers-el-paso-4?adjust_creative=cfa4cLB8XFtog_whjRRl8A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cfa4cLB8XFtog_whjRRl8A,70,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 31.7993583679199, 'longitude': -106.461624145508}","['pickup', 'delivery']","{'address1': '2519 N Piedras St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79930', 'country': 'US', 'state': 'TX', 'display_address': ['2519 N Piedras St', 'El Paso, TX 79930']}",+19155657272,(915) 565-7272,3313.0355786370046,$
